"id","date","state","city","department","victim_number","victim_weight","reported_pitbull","actual_breed","source","source2","source3","victim_name","officer_name","seizure","survival","children","hospitalization","hospitalization_police_injury","arrest","fine","uniform","warrant_or_pc","beware_of_dog","suspension","firing","lawsuit","criminal_charge"
2,"2012-09-01","California","Redwood City","San Mateo County Sheriffs Department- Redwood City Task Force",1,30,1,"Pit Bull","http://webcache.googleusercontent.com/search?q=cache:NsCvwI10zsgJ:redwoodcity-woodside.patch.com/blog_posts/police-shoot-and-kill-family-pet-059fc4f2+&cd=1&hl=en&ct=clnk&gl=us",,,"Buddy","Unknown",0,0,0,0,0,1,1,"Plain Clothes",0,2,2,2,2,2
4,"2012-12-06","California","Whittier","Pico Rivera Sheriffs",1,30,1,"Pit Bull","http://articles.latimes.com/2013/jul/11/local/la-me-ln-deputies-allegedly-shoot-kill-dog-20130711",,,"Chico Blue","Multiple unknown",1,0,0,0,0,0,2,"Uniform",1,2,0,0,1,0
8,"2012-03-21","California","San Bernardino","San Bernardino Police Department",1,30,0,"Dalmation Mix","http://abc7.com/archive/8600965/",,,"Julio","Unknown",1,0,0,0,0,0,0,"Uniform",1,2,0,0,0,0
17,"2013-01-06","Nevada","Las Vegas","Las Vegas Metro",1,100,1,"American Bully","http://www.reviewjournal.com/news/officer-involved-shootings/police-kill-pit-bull-bubba-backyard-las-vegas-home",,,"Bubba","William Wilson",2,0,0,0,0,0,0,"Uniform",0,1,0,2,1,2
18,"2012-05-14","Nevada","Las Vegas","Las Vegas Metro",1,50,0,"Belgian Malinois","http://www.lasvegassun.com/news/2012/may/23/police-dog-shot-officer-dies-after-nine-day-fight-/",,,"Marco","Edward J. Renfer",0,0,0,0,0,0,0,"Uniform",3,3,0,0,0,0
19,"2014-02-08","Idaho","Filer","Filer Police Department",1,50,0,"Labrador","http://www.kboi2.com/news/local/Filer-police-show-video-of-officer-killing-a-dog-245122931.html",,,"Hooch","Tarek Hassani",2,0,1,0,0,0,1,"Uniform",0,2,1,0,2,0
20,"2014-06-18","Utah","Salt Lake City","Salt Lake City Police",1,100,0,"Weimaraner","http://www.sltrib.com/sltrib/news/58123573-78/officer-dog-burbank-police.html.csp","http://www.sltrib.com/home/3078402-155/geists-owner-sues-salt-lake-city",,"Geist","Brett Olsen",2,0,0,0,0,0,0,"Uniform",0,2,2,0,1,0
21,"2012-03-31","Texas","Dalhart","Dalhart Police Department",1,30,0,"Australian Shepherd and Blue Healer mix","http://www.newschannel10.com/story/17519045/controversy",,,"Smokey","Serna",1,0,2,0,0,0,0,"Uniform",3,3,0,0,0,0
22,"2011-07-18","Texas","Lubbock","Lubbock Police Department",1,100,0,"Saint Bernard","http://www.kcbd.com/story/15100830/dog-shot-by-police-family-upset",,,"Payton","Unknown",1,0,1,0,0,0,2,"Uniform",3,2,0,0,2,0
23,"2014-03-19","Oklahoma","Ardmore","Ardmore Police Department",1,50,1,"Pit Bull","http://www.dailymail.co.uk/news/article-2588870/Devastated-family-claims-police-officer-shot-dog-no-reason-called-killing-awesome.html","http://kfor.com/2014/03/24/oklahoma-family-police-shot-dog-for-no-reason-claim-officer-said-killing-was-awesome/",,"Cali","Brice Woolley",0,0,2,0,0,0,1,"Uniform",3,3,0,0,2,0
24,"2013-01-01","Colorado","Boulder","Boulder Police Department",1,100,0,"Elk","http://www.dailycamera.com/news/boulder/ci_25885253/mapleton-elk-trial-boulder-county-jury-deliberating-sam",,,"Big Boy","Sam Carter",1,0,0,0,0,0,0,"Uniform",0,3,1,1,2,1
25,"2011-10-04","Texas","Arlington","Arlington Police Department",1,50,0,"Bassett Hound and Rottweiler mix","https://web.archive.org/web/20111013184239/http://www.myfoxdfw.com/dpp/news/101111-officer-kills-dog-as-kids-watched,-owner-says",,,"Bucky","Jesse Davis",1,0,1,0,0,0,2,"Uniform",0,3,2,2,2,0
26,"2012-06-18","Texas","Arlington","Arlington Police Department",2,50,1,"Unconfirmed","http://www.nbcdfw.com/news/local/Dogs-Reportedly-Shot-During-Disagreement-in-Arlington-159478115.html",,,"Unknown","Unknown",2,1,0,0,0,1,1,"Uniform",1,2,0,0,0,0
27,"2013-06-17","Texas","Liberty Hill","Leander Police Department",2,50,0,"German Shepherd","http://www.myfoxaustin.com/story/22625209/httpswwwfacebookcomjusticeforvinnyreftsfrefts","https://www.facebook.com/JusticeForVinny",,"Vinny","Woodson Blase",0,1,1,0,0,0,2,"Uniform",0,2,0,0,2,0
28,"2012-04-14","Texas","Austin","Austin Police Department",1,30,0,"Blue Heeler","http://www.huffingtonpost.com/2012/04/17/justice-for-cisco-police-officer-killed-dog-texas_n_1432682.html",,,"Cisco","Thomas Griffin",0,0,0,0,0,0,2,"Uniform",0,2,0,0,2,0
29,"2014-05-30","Texas","Round Rock","Round Rock Police Department",1,100,0,"Rottweiler","http://www.myfoxaustin.com/story/25654496/round-rock-police-fatally-shot-dog-inside-owners-home","https://youtu.be/Fk7ewjyRrHk","https://www.facebook.com/Justice4Bullet/info/?tab=page_info","Bullet","Unknown",1,0,0,0,0,0,2,"Uniform",1,1,0,0,2,0
30,"2012-05-28","Louisiana","Shreveport","Shreveport Police Department",1,2,1,"Unconfirmed","http://www.change.org/p/save-our-animal-family-members-from-being-killed",,,"Blue Dog","Unknown",2,0,0,0,0,0,2,"Uniform",3,2,2,2,2,2
31,"2014-07-18","Minnesota","Minneapolis","Minneapolis Fourth Precinct",1,100,0,"Cane Corso","http://www.startribune.com/local/blogs/268169762.html",,,"Tito","David Mattson",1,0,0,0,0,0,0,"Uniform",0,3,0,0,0,0
32,"2010-03-31","Missouri","LaGrange","LaGrange Police Department",1,30,1,"Bulldog","http://www.rawstory.com/rs/2010/06/19/video-shows-missouri-cop-shooting-restrained-bulldog/",,,"Cammi","Doug Howell",1,0,0,0,0,0,1,"Uniform",3,3,0,0,1,0
33,"2014-05-20","Illinois","Peoria","Peoria Police Department",1,2,1,"Unconfirmed","http://www.pjstar.com/article/20140609/NEWS/140609078",,,"Jordan","Unknown",1,0,0,0,0,1,1,"Uniform",0,2,0,0,2,0
34,"2013-08-22","Illinois","Toluca","Toluca Police Department",2,30,1,"Pit Bull","http://www.cinewsnow.com/home/dog-story-238639981.html?m=y&smobile=y",,,"Hades and Marbles","Terry Ryan",2,0,0,0,0,2,2,"Not Sure",2,2,0,0,2,0
35,"2004-08-15","Wisconsin","Milwaukee","Millwaukee Police Department",1,50,0,"Labrador and Springer Spaniel mix","http://www.jsonline.com/news/milwaukee/35288314.html",,,"Bubba","Kevin Eyre and Montell Carter",1,0,0,0,0,0,1,"Uniform",3,3,0,0,1,0
36,"2012-12-01","Illinois","Chicago","Chicago Police Department",1,10,0,"Miniature Bull Terrier Puppy","http://chicago.cbslocal.com/2012/12/04/chicago-family-says-police-officer-shot-their-puppy/",,,"Colonel","Brandon Pettigrew",0,1,0,0,0,0,1,"Uniform",3,3,0,0,1,0
37,"2009-02-01","Illinois","Chicago","Chicago Police Department",1,50,0,"Labrador","http://articles.chicagotribune.com/2011-08-19/news/ct-met-police-shoot-dog-20110819_1_family-dog-damages-officers",,,"Lady","Richard Antonsen",1,0,0,0,0,1,1,"Uniform",1,0,2,0,1,0
38,"2013-11-22","Michigan","Saint Clair Shores","St Clair Shores PD",1,30,1,"Labrador","http://www.freep.com/assets/freep/pdf/C4222331718.PDF","https://www.rt.com/usa/175372-officer-dog-shot-lawsuit/","http://www.huffingtonpost.com/2014/07/23/lexie-dog-shooting_n_5614051.html","Lexie","police officers David Jacquemain and Jeremy Moskwa animal control officer Tom Massey",1,0,0,0,0,0,2,"Uniform",3,3,1,0,1,0
39,"2014-07-24","Georgia","Decatur","Dekalb County Police",1,50,0,"German Shepherd 9yo","http://www.11alive.com/story/news/local/2014/07/25/police-shoot-dog-dekalb/13191011/","http://www.11alive.com/story/news/local/2014/07/25/police-shoot-dog-dekalb/13191011/","http://www.ajc.com/news/news/dekalb-cop-resigns-after-shooting-homeowners-germa/ngpxr/","Doctor","David Anthony Pitts ",1,1,0,0,0,0,2,"Uniform",0,2,0,1,2,0
40,"2014-07-09","Wyoming","Casper","Mills Police Department",1,50,0,"Labrador","http://www.nydailynews.com/news/crime/wyoming-charged-animal-cruelty-death-k9-partner-article-1.1913789",,,"Nyx","Zachary Lee Miller and Jake Bigelow",0,0,0,0,0,0,0,"Uniform",3,3,2,2,0,1
41,"2012-09-24","Indiana","Knox","Starke County Sheriff’s Department",1,30,1,"English Bulldog","http://www.wndu.com/home/headlines/Owner-Innocent-Pitbull-shot-and-killed-by-Starke-County-Sheriffs-deputy-171250081.html",,,"Boz","Unknown",2,0,0,0,0,0,2,"Uniform",0,1,0,0,2,0
43,"2014-07-25","Illinois","Hometown","Hometown Police Department and Illinois State Police Public Integrity Unit",1,50,0,"German Shepherd and Pit Bull mix","http://rt.com/usa/176220-illinois-officer-fired-killing-dog/",,,"Apollo","Robert Norris",1,0,1,0,0,0,2,"Uniform",0,2,1,1,2,2
44,"2014-06-10","Oklahoma","Tulsa","Tulsa Police Department",2,2,1,"Unconfirmed","http://www.tulsaworld.com/news/local/tulsa-police-fatally-shoot-two-dogs-that-charged-officers/article_47cd0361-915a-5394-826e-30b42cac9920.html",,,"Two unknown dogs","Two unknown officers",1,0,0,2,0,0,0,"Uniform",3,3,0,0,0,0
45,"2009-06-05","Ohio","Blue Ash","Blue Ash Police Department",1,1,0,"Chihuahua","http://ireport.cnn.com/docs/DOC-268979",,,"Jack","Ken Johnson and Roger Pohlman",1,0,0,0,0,0,1,"Uniform",1,0,0,0,2,0
46,"2014-02-18","Ohio","Columbus","Columbus Police Department",1,50,0,"Boxer","http://www.nationalreview.com/corner/371390/report-family-dog-shot-police-barking-officer-alec-torres","http://www.freerepublic.com/focus/chat/3124658/posts",,"Delilah","Two unknown police",2,0,0,0,0,0,1,"Uniform",0,0,2,2,2,2
47,"2011-10-01","Florida","Saint Petersburg","Saint Petersburg Police Department",1,50,0,"Golden Retriever 12yo","http://www.nydailynews.com/news/national/couple-sues-city-police-officer-killing-family-dog-article-1.1178678",,,"Boomer","Misty Swanson",1,0,0,0,0,0,2,"Uniform",3,3,2,0,1,0
49,"2012-04-12","North Carolina","Raeford","Hoke County Sheriffs Department",1,50,1,"Pit Bull","http://www.examiner.com/article/two-dogs-shot-by-law-enforcement-eastern-n-c",,,"Big Daddy","Corey Manning",2,0,0,0,0,0,2,"Uniform",0,1,2,2,2,0
50,"2012-05-23","North Carolina","Hope Mills","Cumberland County Sheriff’s Deputy Child Support Enforcement Unit",1,10,0,"Pekingese and Dachshund mix","http://www.examiner.com/article/two-dogs-shot-by-law-enforcement-eastern-n-c",,,"Gizmo","Barbara Siau",2,0,0,0,0,2,2,"Plain Clothes",2,0,0,0,2,0
52,"2014-02-23","West Virginia","Morgantown","Morgantown Police",2,100,0,"Bloodhound and Burmese mix","http://thedpost.com/Owner-of-slain-dog--Of--ficer-ov",,,"Dozer","B.T. Forsythe",2,0,0,0,0,0,2,"Uniform",0,2,2,2,2,0
53,"2009-10-15","Maryland","Hagerstown","Washington County Police Department",1,50,0,"Labrador","http://articles.herald-mail.com/2009-10-16/news/25174656_1_targa-dog-officer-shot",,,"Targa","Jesse Duffey",0,1,1,0,0,0,0,"Uniform",1,0,0,0,0,0
54,"2008-07-29","Maryland","Berwyn Heights","Prince George's County Police SWAT",2,50,0,"Labrador","http://www.washingtonpost.com/wp-dyn/content/article/2008/07/30/AR2008073003299.html",,,"Payton and Chase","Unknown SWAT team",2,0,0,0,0,0,0,"Uniform",1,2,0,0,1,0
55,"2010-08-02","Maryland","Severn","Department of the Army Civilian Police - Northern Virginia, Anne Arundel County States Attorneys Office, Judge Advocate General, Maryland Attorney Generals Office, Department of Defense",2,50,0,"one Siberian Husky 3yo, one German shepherd","http://articles.baltimoresun.com/2010-08-03/news/bs-md-ar-dog-fight-shooting-20100803_1_dog-park-bear-australian-shepherd-mix","http://articles.baltimoresun.com/2010-11-19/news/bs-md-ar-shepherd-trial-20101119_1_rachel-rettaliata-dog-park-shooting-keith-elgin-shepherd","http://www.washingtonpost.com/wp-dyn/content/article/2010/08/18/AR2010081807247.html","Bear Bear AKA Bear-Bear, Asia","Keith Elgin Shepherds",2,0,2,0,0,2,2,"Plain Clothes",3,3,2,2,2,1
56,"2013-01-01","Maryland","Baltimore","Northeast District of Baltimore Police Department",1,50,1,"Pit Bull","http://www.huffingtonpost.com/2013/01/13/stacy-fields-kincaid-baltimore-pit-bull-shot-by-poloce_n_2466212.html",,,"Kincaid","Unknown",0,0,0,0,0,0,0,"Uniform",0,0,0,0,1,0
58,"2012-03-03","Connecticut","Ansonia","Ansonia Police Department",1,50,1,"Pit Bull Deaf","http://valley.newhavenindependent.org/archives/entry/ansonia_pit_bull_killed_by_police/",,,"Ice","John Troesser",1,0,0,0,0,0,0,"Uniform",0,3,0,0,0,0
59,"2014-05-29","Oklahoma","Guthrie","Logan County Sheriff's Department",1,2,0,"Unconfirmed","http://www.okcfox.com/story/25656795/guthrie-family-upset-after-deputy-allegedly-shoots-and-kills-family-dog",,,"Charlie","Unknown",2,0,1,0,0,0,2,"Uniform",0,1,0,0,0,0
60,"2013-09-06","Texas","Jonestown","Jonestown Police Department",1,50,0,"Retriever Mix","http://dogmurders.wordpress.com/2014/08/06/blossom/",,,"Blossom","Unknown",1,0,0,0,0,0,0,"Uniform",0,2,0,0,2,0
61,"2012-11-17","Illinois","Champaign","Champaign Police Department",2,50,1,"1 Labdrador dog and 1 Pit Bull dog","http://www.news-gazette.com/news/parks-and-recreation/2012-11-21/champaign-police-investigate-why-officer-shot-dogs.html",,,"Dog and Unknown","Andre Davis",1,0,1,0,0,0,2,"Uniform",3,3,1,0,1,0
63,"2012-11-24","Colorado","Commerce City ","Commerce City Police Department and Douglas County Sheriff",1,50,1,"Pit Bull and Labrador mix","http://www.denverpost.com/breakingnews/ci_22232708/officer-charged-commerce-city-dog-shooting",,,"Chloe","Robert Price Christopher Castillo and Arica Bores",1,0,0,0,0,0,2,"Uniform",3,3,1,0,1,1
65,"2012-05-26","Texas","Fort Worth","Fort Worth Police Department",1,30,0,"Border Collie","http://www.nbcdfw.com/news/local/Couple-Claims-Officer-Shot-Their-Dog-154918235.html",,,"Lily Girl","Frank Brown",2,0,0,0,0,0,2,"Uniform",0,2,0,0,0,0
69,"2009-12-18","California","Alameda","Alameda Police Department",1,50,0,"Belgian Malinois","http://www.sfgate.com/bayarea/article/Alameda-police-dog-bites-cop-is-shot-to-death-3206704.php#photo-2348328",,,"Billy","Unknown Female Officer",1,0,0,1,1,0,0,"Uniform",3,3,2,2,0,0
70,"2009-05-05","California","Alameda","Alameda Police Department",1,50,0,"Belgian Malinois","http://www.sfgate.com/bayarea/article/Police-dog-alone-in-SUV-dies-probe-launched-3231444.php",,,"Unknown K9 unit","Unknown",1,0,0,0,0,0,0,"Uniform",3,3,2,2,0,0
73,"2012-11-17","Tennessee","Clarksville","Clarksville Police Department",1,50,1,"Pit Bull 5yo","http://www.wkrn.com/story/20142868/woman-claims-clarksville-police-officer-shot-killed-dog-in-her-yard",,,"Bonnie AKA Boo Boo","Todd Bell",2,0,1,0,0,0,0,"Uniform",0,2,0,0,2,0
74,"2014-08-23","Virginia","Wytheville","Virginia State Police, Wise County Sheriff's Office and Virginia State Police's Bureau of Criminal Investigation's Wytheville Field Office",1,2,1,"Unconfirmed","http://www.wset.com/story/26363917/state-police-investigating-after-wise-county-deputies-shoot-charging-dog",,,"Deja","Unknown",2,0,2,0,0,2,2,"Uniform",0,2,2,2,2,2
76,"2012-05-04","Florida","Fort Lauderdale","Fort Lauderdale Police Department",1,50,0,"Australian Shepherd 7yo","http://www.wptv.com/news/state/robert-clements-sues-fort-lauderdale-officer-pete-haritos-for-killing-his-dog",,,"Bandy","Pete Haritos",2,0,0,0,0,0,2,"Uniform",0,2,0,0,1,0
77,"2011-05-10","Colorado","Erie","Erie Police Department",1,50,0,"German Shepherd","http://denver.cbslocal.com/2011/05/14/family-upset-with-officer-who-shot-their-dog/",,,"Ava","Jamie Chester",2,0,0,0,0,0,2,"Uniform",1,2,0,0,1,0
78,"2007-02-19","Colorado","Erie","Erie Police Department",1,50,0,"Labrador","http://www.dailycamera.com/ci_13074488",,,"Unknown","Jamie Chester",2,0,1,1,0,2,2,"Uniform",3,3,0,0,0,0
79,"2009-08-18","Louisiana","New Orleans","Jefferson Parish Sheriff&#039;s Office",1,2,0,"Unconfirmed","http://www.nola.com/news/index.ssf/2009/08/nopd_officer_shoots_at_attacki.html",,,"Unknown","Jonathan Parker",1,0,1,0,0,0,2,"Plain Clothes",3,3,2,2,2,0
80,"2011-05-19","Kentucky","Hopkinsville","Christian County Sheriff&rsquo;s Department",1,50,0,"German Sheperd 6yo","http://www.kentuckynewera.com/web/news/article_2c4517d6-8241-11e0-8016-001cc4c03286.html?mode=jqm",,,"Deano","Andre Radford",0,1,1,0,0,0,0,"Not Sure",2,2,0,0,2,0
81,"2014-07-26","Florida","Palm Springs","Palm Springs Police Department",1,2,1,"Unconfirmed","http://www.palmbeachpost.com/news/news/crime-law/palm-springs-officer-shoots-dog-that-charged-at-hi/ngpSg/",,,"Twelve Pack","Unknown",2,0,0,0,0,2,2,"Uniform",2,1,0,0,2,0
82,"2014-03-25","California","San Diego","San Diego Police Department",3,2,1,"Unconfirmed","http://www.10news.com/news/san-diego-police-officers-shoot-3-pit-bulls-killing-2-and-wounding-the-other",,,"Unknown","Unknown",1,0,0,1,0,0,0,"Uniform",3,3,0,0,0,0
84,"2014-04-24","California","San Francisco","San Francisco Police Department",1,2,1,"Unconfirmed","http://www.sfexaminer.com/sanfrancisco/sfpd-officers-open-fire-on-charging-pit-bull/Content?oid=2781433",,,"Unknown","Unknown",2,1,0,0,0,2,2,"Uniform",2,2,2,2,2,2
85,"2011-05-25","South Carolina","Johns Island","Charleston County Sheriff&rsquo;s Department",1,50,0,"German Shepherd","http://www.postandcourier.com/news/2011/jun/02/fatal-shooting-of-dog-by-deputy-investigated/",,,"Jake","Michael Buenting",2,0,0,0,0,0,2,"Uniform",3,2,0,0,2,0
86,"2014-06-14","Maryland","Baltimore","Baltimore City Police Department",1,50,0,"Shar Pai","http://www.wbaltv.com/news/police-dogs-throad-cut-officer-charged-with-animal-cruelty/26553714#!0Zozx",,,"Nala","Jeffrey Bolger and Thomas Schmidt",1,0,0,0,0,0,0,"Uniform",0,3,1,2,2,1
88,"2013-06-30","California","Hawthorne","Hawthorne Police Department",1,100,0,"Rottweiler","http://losangeles.cbslocal.com/2013/07/01/viral-video-appears-to-show-hawthorne-police-fatally-shoot-dog/",,,"Maximus AKA Max","Christopher Hoffman - shooter, two unidentified police officers",1,0,0,0,0,1,1,"Uniform",3,3,1,2,1,2
89,"2010-11-07","Washington","Des Moines","Des Moines Police Department",1,100,0,"Newfoundland","http://www.komonews.com/communities/desmoines/197537191.html",,"https://www.documentcloud.org/documents/525145-complaint.html","Rosie","Michael Graddon and Steven Wieland",1,0,0,0,0,0,0,"Uniform",0,3,0,0,1,0
91,"2012-09-19","Florida","Hollywood","Hollywood Police Department",1,50,1,"Pit Bull","http://www.local10.com/news/Hollywood-police-searching-for-robber-shoot-kill-dog/-/1717324/16749718/-/emiqfx/-/index.html",,,"Pup-pup","Unknown",1,0,0,0,0,0,0,"Uniform",0,0,0,0,2,0
92,"2012-09-21","North Carolina","Fayetteville","Fayetteville Police Department",1,30,0,"Mixed Breed","http://www.fayobserver.com/articles/2012/09/21/1205829/?sac=fo.local",,,"Nastradamus","Unknown SWAT team",0,0,0,0,0,1,1,"Uniform",1,2,2,2,2,2
95,"2013-04-09","South Carolina","Myrtle Beach","Horry County Police Department",1,100,0,"Retriever","http://www.myrtlebeachonline.com/2013/04/11/3431709/myrtle-beach-woman-mourns-dogs.html",,,"Hayden","Two Unknown Police",1,0,0,0,0,2,2,"Uniform",0,0,0,0,2,0
97,"2012-08-25","New York","Buffalo","Erie County Sheriff&rsquo;s Department",1,50,0,"Labrador","http://www.wkbw.com/news/Buffalo-Woman-Says-Police-Raided-Wrong-House-Killed-Her-Dog-168060566.html",,,"Prada","Unknown SWAT team",1,0,0,0,0,0,2,"Uniform",1,0,0,0,2,0
98,"2003-01-01","Tennessee","Cookeville","Tennessee Highway Patrol and Cookeville Police Department ",1,2,1,"Unconfirmed","http://www.cnn.com/2003/US/01/09/police.kill.dog/index.html?_s=PM:US",,,"Patton","Eric Hall and David Bush",1,0,1,0,0,0,1,"Uniform",0,3,2,2,1,2
99,"2008-08-25","Oklahoma","Blanchard","Grady County Sheriff&rsquo;s Office",1,2,0,"Unconfirmed","http://newsok.com/grady-county-pays-15000-over-slain-dog/article/3357712","https://www.youtube.com/watch?v=5FFlWGeb_aw","http://http//www.chickashanews.com/local/local_story_082111122.html","Bruiser","Sean Knight",0,0,0,0,0,2,2,"Uniform",0,2,0,0,1,0
101,"2011-09-13","Florida","Hialeah","Miami-Dade Police Department",1,100,0,"Rottweiler","http://www.nbcmiami.com/news/local/Owners-Angry-After-Cops-Shoot-Dog-129538398.html",,,"Ozzy","Two Unknown Police",2,0,0,0,0,0,2,"Uniform",1,1,2,2,2,0
103,"2012-01-10","Florida","Miami","Miami-Dade Police Department",1,2,0,"Unconfirmed","http://miami.cbslocal.com/2012/01/11/miami-dade-cop-shot-killed-dog-after-it-attacked/",,,"Unknown","Unknown SWAT team",2,0,0,0,0,2,2,"Plain Clothes",0,2,2,2,2,2
105,"2004-02-06","Indiana","Anderson","Anderson Police Department",1,50,0,"Labrador","http://www.wthr.com/story/1694314/did-dogs-death-lead-to-owners-death",,,"Max","Unknown",2,0,0,0,0,0,0,"Uniform",3,0,2,2,2,2
106,"2008-03-07","Missouri","Columbia","Columbia Police Department",2,2,0,"Unconfirmed","http://www.liveleak.com/view?i=4a2_1382811360#R35e60YDe5Ykamhp.99",,,"Two Unknown Dogs","Unknown SWAT team",2,0,0,0,0,1,1,"Uniform",1,2,0,0,2,0
107,"2010-02-11","Missouri","Columbia","Columbia Police Department",2,2,1,"Corgi and Pit Bull","http://www.columbiatribune.com/news/local/judge-dismisses-lawsuit-over-swat-raid/article_46a9845f-d9d2-5caa-a68d-5a42d34948bf.html",,,"Bruno, Nala","SWAT Team: Michael J Cavener - shooter, Thomas Quintana - shooter, Scott Hedrick, Kyle Lucas, Roger Schlude - shooter, Robert Fox - shooter, Lance Bolinger, Michael Parsons, Richard Horrell, Crystal Clements, Cathy Dodd NARCOTICS DETECTIVE: Jeffrey Rukstad LIEUTENANTS ON SCENE: Richenberger, Allen Scott Young EVIDENCE: Jill Weineke",2,0,1,0,0,1,1,"Uniform",1,2,0,0,1,0
108,"2011-06-09","Tennessee","Jacksboro","Knoxville Police Department and Campbell County Animal Control",1,50,0,"Belgian Malinois","http://www.wate.com/story/14879529/knoxville-police-k9-shot-and-killed-in-campbell-county",,,"Elko","Jonathan Chadwell and unknown Animal Control Officer",1,0,0,1,0,0,0,"Uniform",3,3,2,0,0,0
109,"2010-09-28","California","Oakland","Oakland Police Department",1,50,0,"Labrador 11yo","http://www.sfgate.com/bayarea/article/Answering-alarm-Oakland-police-kill-family-dog-3251501.php",,,"Gloria","Victor Garcia",1,0,0,0,0,0,0,"Uniform",1,0,2,0,2,0
110,"2010-05-01","California","Oakland","Oakland Police Department",1,100,0,"Deer","http://abc7news.com/archive/7420987/",,,"Bambi","Unknown",1,0,1,0,0,0,0,"Uniform",0,3,2,2,0,2
111,"2010-06-15","District of Columbia","Washington D.C.","Washington D.C. Metropolitan Police Department",1,50,0,"German Shepherd and Pitbull mix 13yo","http://www.wjla.com/articles/2012/02/woman-files-lawsuit-against-mpd-for-shooting-dog-73106.html",,,"Wrinkles","Kelly Baker James Boteler Christian Glynn Vincent Hopkins Adam Johnston Adrian Ledesma Richard McLeod Sarah Pazzat and Kimberly Selby",2,0,0,0,0,0,2,"Uniform",0,0,2,2,1,2
112,"2014-08-21","Arkansas","Alexander","Alexander Police Department",1,100,0,"Mastiff and Shar Pei mix","http://www.arkansasmatters.com/story/d/story/family-looking-for-answers-after-officer-shoots-do/30952/2D2UFOo830KHTpDIQ1TUlQ","http://downtrend.com/donn-marten/jumpy-arkansas-cop-shoots-dog-in-the-head-in-front-of-owner","http://www.thv11.com/story/news/local/little-rock/2014/08/21/alexander-police-chief-shoots-dog-in-defense/14422075/","Boo","Alexander Police Chief Derrick Jackson",1,0,1,0,0,0,1,"Uniform",0,2,2,2,2,2
114,"2014-02-15","Florida","Riviera Beach","Riviera Beach Police Department",1,2,1,"Unconfirmed","http://www.wpbf.com/news/south-florida/palm-beach-county-news/dog-shot-by-riviera-beach-police/24505488",,,"Buddy","Two Unknown Police",0,1,0,0,0,0,2,"Uniform",0,2,2,2,2,2
115,"2013-04-29","Florida","Fort Myers","Fort Myers Police Department",1,2,1,"Unconfirmed","http://www.nbc-2.com/story/22125048/fort-myers-police-shoot-kill-attacking-dog#.U_8_QPldXW4",,,"Unknown","Two Unknown Police",1,0,0,0,0,1,2,"Uniform",2,2,2,2,2,2
116,"2014-01-20","Florida","Merritt Island","Brevard County Sheriff&rsquo;s Department ",1,50,1,"Pit Bull","http://www.clickorlando.com/news/brevard-county-deputy-shoots-kills-dog-in-front-of-toddler-family-says/24021094",,,"Brownie","Unknown",2,0,1,0,0,0,2,"Uniform",0,2,0,0,2,0
117,"2013-12-27","Florida","Holly Hill","Holly Hill Police Department",1,50,0,"Rottweiler","http://www.myfoxorlando.com/story/24330860/holly-hill-police-shoot-dog-while-serving-warrant-to-wrong-house","http://newsdaytonabeach.com/holly-hill-officer-cleared-in-internal-dog-shooting-investigation/","http://www.theledger.com/article/20140101/news/140109928?p=2&amp;tc=pg#gsc.tab=0","Lady","Heather Thornton and Bernard Goshay",0,1,0,0,0,0,2,"Uniform",0,2,0,0,1,0
118,"2014-08-06","California","Stockton","Stockton Police Department",1,2,0,"Unconfirmed","http://sacramento.cbslocal.com/2014/08/07/police-report-homicide-among-violent-incidents-in-stockton-overnight/",,,"Unknown","Unknown",1,0,0,0,0,1,1,"Uniform",1,2,0,0,0,0
119,"2014-08-09","Maine","Medway","East Millinocket Police Department, Lincoln Police Department",1,50,0,"Labrador","http://insurancenewsnet.com/oarticle/2014/08/18/just-a-tough-dog-town-offers-to-cover-vet-bills-of-medway-dog-shot-by-police--a-545283.html#.U_9DsfldXW4",,,"Jake","Anthony Redmond",0,1,0,0,0,0,2,"Uniform",0,2,0,0,2,0
120,"2014-08-13","North Carolina","Charlotte","Gaston County Police Department",1,50,1,"Pit Bull","http://myfox8.com/2014/08/13/woman-says-police-officer-shot-killed-her-old-harmless-dog/",,,"Katrina","Two Unknown Detectives",2,0,0,0,0,0,0,"Plain Clothes",0,2,2,2,2,2
121,"2014-08-18","Colorado","Denver","Denver Police Department",1,100,0,"Rottweiler and Boxer mix","http://www.denverpost.com/news/ci_26364301/dog-shot-by-denver-police-officer-dies-wanted",,,"Roughhouser","Unknown",1,0,1,0,0,0,2,"Not Sure",1,2,2,2,2,2
122,"2014-08-06","Pennsylvania","Lancaster","Lancaster Police Department",1,100,1,"Mastiff","http://lancasteronline.com/news/local/dog-shot-killed-by-police-in-downtown-lancaster-lot/article_f5d116de-1dbd-11e4-9cda-0017a43b2370.html","http://lancasteronline.com/news/local/witnesses-dog-didn-t-appear-aggressive-before-officer-shot-it/article_e5002ca4-1e40-11e4-87ea-001a4bcf6878.html","http://lancasteronline.com/news/local/rally-planned-over-pit-bull-shot-and-killed-by-lancaster/article_f31e0a14-1e2b-11e4-99bc-001a4bcf6878.html","Unknown","Unknown",2,0,0,0,0,0,2,"Uniform",3,3,2,0,2,0
